day,date,opt_type,contract_symbol,strike,source,entry_frame,entry_price,exit_frame,exit_price,payoff_per_share,contracts,cost_dollars,pnl_dollars,profitable,note
Monday,2026-03-02,P,MSFT260302P00392500,392.5,REAL,2:36–2:42 PM,0.01,3:11–3:16 PM,0.0267,0.0167,101,101.0,168.33,True,0DTE (same-day expiry)
Monday,2026-03-09,P,MSFT260309P00407500,407.5,REAL,2:36–2:42 PM,2.13,3:11–3:16 PM,2.6225,0.4925,1,213.0,49.25,True,0DTE (same-day expiry)
Monday,2026-03-16,P,MSFT260316P00397500,397.5,REAL,2:36–2:42 PM,0.145,3:11–3:16 PM,0.095,-0.05,7,101.5,-35.0,False,0DTE (same-day expiry)
Monday,2026-03-23,P,MSFT260323P00385000,385.0,REAL,2:36–2:42 PM,2.174,3:11–3:16 PM,2.225,0.051,1,217.4,5.1,True,0DTE (same-day expiry)
Monday,2026-03-30,P,MSFT260330P00360000,360.0,REAL,2:36–2:42 PM,0.8567,3:11–3:16 PM,3.445,2.5883,2,171.33,517.67,True,0DTE (same-day expiry)
Monday,2026-04-06,P,MSFT260406P00372500,372.5,REAL,2:36–2:42 PM,0.5017,3:11–3:16 PM,0.394,-0.1077,2,100.33,-21.53,False,0DTE (same-day expiry)
Monday,2026-04-13,P,MSFT260413P00372500,372.5,REAL,2:36–2:42 PM,,3:11–3:16 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-04-20,P,MSFT260420P00422500,422.5,REAL,2:36–2:42 PM,4.45,3:11–3:16 PM,4.94,0.49,1,445.0,49.0,True,0DTE (same-day expiry)
Monday,2026-04-27,P,MSFT260427P00422500,422.5,REAL,2:36–2:42 PM,0.08,3:11–3:16 PM,0.204,0.124,13,104.0,161.2,True,0DTE (same-day expiry)
Monday,2026-05-04,P,MSFT260504P00412500,412.5,REAL,2:36–2:42 PM,0.19,3:11–3:16 PM,0.628,0.438,6,114.0,262.8,True,0DTE (same-day expiry)
Monday,2026-05-11,P,MSFT260511P00407500,407.5,REAL,2:36–2:42 PM,0.074,3:11–3:16 PM,0.04,-0.034,14,103.6,-47.6,False,0DTE (same-day expiry)
Monday,2026-05-18,P,MSFT260518P00417500,417.5,REAL,2:36–2:42 PM,0.02,3:11–3:16 PM,0.01,-0.01,50,100.0,-50.0,False,0DTE (same-day expiry)
Monday,2026-05-25,P,,0.0,MISS,2:36–2:42 PM,,3:11–3:16 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-06-01,P,MSFT260601P00465000,465.0,REAL,2:36–2:42 PM,,3:11–3:16 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-06-08,P,MSFT260608P00415000,415.0,REAL,2:36–2:42 PM,2.9967,3:11–3:16 PM,3.0,0.0033,1,299.67,0.33,True,0DTE (same-day expiry)
Monday,2026-06-15,P,MSFT260615P00395000,395.0,REAL,2:36–2:42 PM,0.034,3:11–3:16 PM,0.015,-0.019,30,102.0,-57.0,False,0DTE (same-day expiry)
Monday,2026-06-22,P,MSFT260622P00377500,377.5,REAL,2:36–2:42 PM,7.5,3:11–3:16 PM,7.525,0.025,1,750.0,2.5,True,0DTE (same-day expiry)
Monday,2026-06-29,P,MSFT260629P00377500,377.5,REAL,2:36–2:42 PM,,3:11–3:16 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-07-06,P,MSFT260706P00387500,387.5,REAL,2:36–2:42 PM,1.46,3:11–3:16 PM,1.6,0.14,1,146.0,14.0,True,0DTE (same-day expiry)
Monday,2026-07-13,P,MSFT260713P00390000,390.0,REAL,2:36–2:42 PM,0.1067,3:11–3:16 PM,0.046,-0.0607,10,106.67,-60.67,False,0DTE (same-day expiry)
Monday,2026-02-16,C,,0.0,MISS,10:30–10:35 AM,,3:09–3:16 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-02-23,C,NVDA260223C00195000,195.0,REAL,10:30–10:35 AM,0.09,3:09–3:16 PM,0.01,-0.08,12,108.0,-96.0,False,0DTE (same-day expiry)
Monday,2026-03-02,C,NVDA260302C00175000,175.0,REAL,10:30–10:35 AM,5.5,3:09–3:16 PM,6.8433,1.3433,1,550.0,134.33,True,0DTE (same-day expiry)
Monday,2026-03-09,C,NVDA260309C00175000,175.0,REAL,10:30–10:35 AM,3.55,3:09–3:16 PM,4.8425,1.2925,1,355.0,129.25,True,0DTE (same-day expiry)
Monday,2026-03-16,C,NVDA260316C00185000,185.0,REAL,10:30–10:35 AM,0.958,3:09–3:16 PM,2.0814,1.1234,2,191.6,224.69,True,0DTE (same-day expiry)
Monday,2026-03-23,C,NVDA260323C00175000,175.0,REAL,10:30–10:35 AM,3.01,3:09–3:16 PM,1.5271,-1.4829,1,301.0,-148.29,False,0DTE (same-day expiry)
Monday,2026-03-30,C,NVDA260330C00170000,170.0,REAL,10:30–10:35 AM,0.118,3:09–3:16 PM,0.01,-0.108,9,106.2,-97.2,False,0DTE (same-day expiry)
Monday,2026-04-06,C,NVDA260406C00175000,175.0,REAL,10:30–10:35 AM,1.998,3:09–3:16 PM,2.2129,0.2149,1,199.8,21.49,True,0DTE (same-day expiry)
Monday,2026-04-13,C,NVDA260413C00185000,185.0,REAL,10:30–10:35 AM,3.424,3:09–3:16 PM,3.58,0.156,1,342.4,15.6,True,0DTE (same-day expiry)
Monday,2026-04-20,C,NVDA260420C00200000,200.0,REAL,10:30–10:35 AM,0.464,3:09–3:16 PM,0.9829,0.5189,3,139.2,155.66,True,0DTE (same-day expiry)
Monday,2026-04-27,C,NVDA260427C00210000,210.0,REAL,10:30–10:35 AM,0.498,3:09–3:16 PM,5.7686,5.2706,3,149.4,1581.17,True,0DTE (same-day expiry)
Monday,2026-05-04,C,NVDA260504C00200000,200.0,REAL,10:30–10:35 AM,0.36,3:09–3:16 PM,0.0329,-0.3271,3,108.0,-98.14,False,0DTE (same-day expiry)
Monday,2026-05-11,C,NVDA260511C00215000,215.0,REAL,10:30–10:35 AM,3.404,3:09–3:16 PM,5.1733,1.7693,1,340.4,176.93,True,0DTE (same-day expiry)
Monday,2026-05-18,C,NVDA260518C00230000,230.0,REAL,10:30–10:35 AM,0.204,3:09–3:16 PM,0.01,-0.194,5,102.0,-97.0,False,0DTE (same-day expiry)
Monday,2026-05-25,C,,0.0,MISS,10:30–10:35 AM,,3:09–3:16 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-06-01,C,NVDA260601C00217500,217.5,REAL,10:30–10:35 AM,4.196,3:09–3:16 PM,7.01,2.814,1,419.6,281.4,True,0DTE (same-day expiry)
Monday,2026-06-08,C,NVDA260608C00210000,210.0,REAL,10:30–10:35 AM,0.462,3:09–3:16 PM,0.0171,-0.4449,3,138.6,-133.46,False,0DTE (same-day expiry)
Monday,2026-06-15,C,NVDA260615C00210000,210.0,REAL,10:30–10:35 AM,0.844,3:09–3:16 PM,2.0014,1.1574,2,168.8,231.49,True,0DTE (same-day expiry)
Monday,2026-06-22,C,NVDA260622C00212500,212.5,REAL,10:30–10:35 AM,0.37,3:09–3:16 PM,0.01,-0.36,3,111.0,-108.0,False,0DTE (same-day expiry)
Monday,2026-06-29,C,NVDA260629C00195000,195.0,REAL,10:30–10:35 AM,0.418,3:09–3:16 PM,0.1043,-0.3137,3,125.4,-94.11,False,0DTE (same-day expiry)
Monday,2026-07-06,C,NVDA260706C00195000,195.0,REAL,10:30–10:35 AM,1.82,3:09–3:16 PM,1.8257,0.0057,1,182.0,0.57,True,0DTE (same-day expiry)
Monday,2026-07-13,C,NVDA260713C00210000,210.0,REAL,10:30–10:35 AM,0.386,3:09–3:16 PM,0.01,-0.376,3,115.8,-112.8,False,0DTE (same-day expiry)
Monday,2026-02-16,P,,0.0,MISS,9:35–9:40 AM,,10:30–10:35 AM,,,,,,,missing data (entry-day market holiday)
Monday,2026-02-23,P,NVDA260223P00195000,195.0,REAL,9:35–9:40 AM,2.496,10:30–10:35 AM,3.91,1.414,1,249.6,141.4,True,0DTE (same-day expiry)
Monday,2026-03-02,P,NVDA260302P00175000,175.0,REAL,9:35–9:40 AM,0.464,10:30–10:35 AM,0.152,-0.312,3,139.2,-93.6,False,0DTE (same-day expiry)
Monday,2026-03-09,P,NVDA260309P00175000,175.0,REAL,9:35–9:40 AM,1.076,10:30–10:35 AM,0.312,-0.764,1,107.6,-76.4,False,0DTE (same-day expiry)
Monday,2026-03-16,P,NVDA260316P00185000,185.0,REAL,9:35–9:40 AM,1.812,10:30–10:35 AM,2.0,0.188,1,181.2,18.8,True,0DTE (same-day expiry)
Monday,2026-03-23,P,NVDA260323P00175000,175.0,REAL,9:35–9:40 AM,0.44,10:30–10:35 AM,0.2,-0.24,3,132.0,-72.0,False,0DTE (same-day expiry)
Monday,2026-03-30,P,NVDA260330P00170000,170.0,REAL,9:35–9:40 AM,2.614,10:30–10:35 AM,3.196,0.582,1,261.4,58.2,True,0DTE (same-day expiry)
Monday,2026-04-06,P,NVDA260406P00175000,175.0,REAL,9:35–9:40 AM,0.518,10:30–10:35 AM,0.204,-0.314,2,103.6,-62.8,False,0DTE (same-day expiry)
Monday,2026-04-13,P,NVDA260413P00185000,185.0,REAL,9:35–9:40 AM,0.498,10:30–10:35 AM,0.094,-0.404,3,149.4,-121.2,False,0DTE (same-day expiry)
Monday,2026-04-20,P,NVDA260420P00200000,200.0,REAL,9:35–9:40 AM,1.182,10:30–10:35 AM,1.38,0.198,1,118.2,19.8,True,0DTE (same-day expiry)
Monday,2026-04-27,P,NVDA260427P00210000,210.0,REAL,9:35–9:40 AM,0.984,10:30–10:35 AM,2.494,1.51,2,196.8,302.0,True,0DTE (same-day expiry)
Monday,2026-05-04,P,NVDA260504P00200000,200.0,REAL,9:35–9:40 AM,1.078,10:30–10:35 AM,2.574,1.496,1,107.8,149.6,True,0DTE (same-day expiry)
Monday,2026-05-11,P,NVDA260511P00215000,215.0,REAL,9:35–9:40 AM,1.174,10:30–10:35 AM,0.386,-0.788,1,117.4,-78.8,False,0DTE (same-day expiry)
Monday,2026-05-18,P,NVDA260518P00230000,230.0,REAL,9:35–9:40 AM,4.528,10:30–10:35 AM,8.14,3.612,1,452.8,361.2,True,0DTE (same-day expiry)
Monday,2026-05-25,P,,0.0,MISS,9:35–9:40 AM,,10:30–10:35 AM,,,,,,,missing data (entry-day market holiday)
Monday,2026-06-01,P,NVDA260601P00217500,217.5,REAL,9:35–9:40 AM,1.078,10:30–10:35 AM,0.294,-0.784,1,107.8,-78.4,False,0DTE (same-day expiry)
Monday,2026-06-08,P,NVDA260608P00210000,210.0,REAL,9:35–9:40 AM,2.478,10:30–10:35 AM,2.626,0.148,1,247.8,14.8,True,0DTE (same-day expiry)
Monday,2026-06-15,P,NVDA260615P00210000,210.0,REAL,9:35–9:40 AM,1.278,10:30–10:35 AM,1.14,-0.138,1,127.8,-13.8,False,0DTE (same-day expiry)
Monday,2026-06-22,P,NVDA260622P00212500,212.5,REAL,9:35–9:40 AM,1.07,10:30–10:35 AM,2.756,1.686,1,107.0,168.6,True,0DTE (same-day expiry)
Monday,2026-06-29,P,NVDA260629P00195000,195.0,REAL,9:35–9:40 AM,1.744,10:30–10:35 AM,2.198,0.454,1,174.4,45.4,True,0DTE (same-day expiry)
Monday,2026-07-06,P,NVDA260706P00195000,195.0,REAL,9:35–9:40 AM,1.272,10:30–10:35 AM,0.318,-0.954,1,127.2,-95.4,False,0DTE (same-day expiry)
Monday,2026-07-13,P,NVDA260713P00210000,210.0,REAL,9:35–9:40 AM,1.688,10:30–10:35 AM,1.916,0.228,1,168.8,22.8,True,0DTE (same-day expiry)
Monday,2026-02-16,C,,0.0,MISS,9:35–9:40 AM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-02-23,C,TSLA260223C00407500,407.5,REAL,9:35–9:40 AM,2.076,3:55–4:00 PM,0.01,-2.066,1,207.6,-206.6,False,0DTE (same-day expiry)
Monday,2026-03-02,C,TSLA260302C00390000,390.0,REAL,9:35–9:40 AM,6.41,3:55–4:00 PM,13.26,6.85,1,641.0,685.0,True,0DTE (same-day expiry)
Monday,2026-03-09,C,TSLA260309C00392500,392.5,REAL,9:35–9:40 AM,1.952,3:55–4:00 PM,5.7033,3.7513,1,195.2,375.13,True,0DTE (same-day expiry)
Monday,2026-03-16,C,TSLA260316C00397500,397.5,REAL,9:35–9:40 AM,3.95,3:55–4:00 PM,0.014,-3.936,1,395.0,-393.6,False,0DTE (same-day expiry)
Monday,2026-03-23,C,TSLA260323C00375000,375.0,REAL,9:35–9:40 AM,5.156,3:55–4:00 PM,5.6725,0.5165,1,515.6,51.65,True,0DTE (same-day expiry)
Monday,2026-03-30,C,TSLA260330C00365000,365.0,REAL,9:35–9:40 AM,2.284,3:55–4:00 PM,0.01,-2.274,1,228.4,-227.4,False,0DTE (same-day expiry)
Monday,2026-04-06,C,TSLA260406C00365000,365.0,REAL,9:35–9:40 AM,3.318,3:55–4:00 PM,0.01,-3.308,1,331.8,-330.8,False,0DTE (same-day expiry)
Monday,2026-04-13,C,TSLA260413C00350000,350.0,REAL,9:35–9:40 AM,2.286,3:55–4:00 PM,2.46,0.174,1,228.6,17.4,True,0DTE (same-day expiry)
Monday,2026-04-20,C,TSLA260420C00405000,405.0,REAL,9:35–9:40 AM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-04-27,C,TSLA260427C00367500,367.5,REAL,9:35–9:40 AM,3.944,3:55–4:00 PM,11.38,7.436,1,394.4,743.6,True,0DTE (same-day expiry)
Monday,2026-05-04,C,TSLA260504C00387500,387.5,REAL,9:35–9:40 AM,4.094,3:55–4:00 PM,4.822,0.728,1,409.4,72.8,True,0DTE (same-day expiry)
Monday,2026-05-11,C,TSLA260511C00422500,422.5,REAL,9:35–9:40 AM,2.936,3:55–4:00 PM,21.925,18.989,1,293.6,1898.9,True,0DTE (same-day expiry)
Monday,2026-05-18,C,TSLA260518C00420000,420.0,REAL,9:35–9:40 AM,,3:55–4:00 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-05-25,C,,0.0,MISS,9:35–9:40 AM,,3:55–4:00 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-06-01,C,TSLA260601C00425000,425.0,REAL,9:35–9:40 AM,3.11,3:55–4:00 PM,0.0167,-3.0933,1,311.0,-309.33,False,0DTE (same-day expiry)
Monday,2026-06-08,C,TSLA260608C00400000,400.0,REAL,9:35–9:40 AM,2.832,3:55–4:00 PM,8.768,5.936,1,283.2,593.6,True,0DTE (same-day expiry)
Monday,2026-06-15,C,TSLA260615C00410000,410.0,REAL,9:35–9:40 AM,5.032,3:55–4:00 PM,0.498,-4.534,1,503.2,-453.4,False,0DTE (same-day expiry)
Monday,2026-06-22,C,TSLA260622C00397500,397.5,REAL,9:35–9:40 AM,4.462,3:55–4:00 PM,7.5025,3.0405,1,446.2,304.05,True,0DTE (same-day expiry)
Monday,2026-06-29,C,TSLA260629C00382500,382.5,REAL,9:35–9:40 AM,5.556,3:55–4:00 PM,29.56,24.004,1,555.6,2400.4,True,0DTE (same-day expiry)
Monday,2026-07-06,C,TSLA260706C00400000,400.0,REAL,9:35–9:40 AM,1.228,3:55–4:00 PM,19.606,18.378,1,122.8,1837.8,True,0DTE (same-day expiry)
Monday,2026-07-13,C,TSLA260713C00400000,400.0,REAL,9:35–9:40 AM,1.946,3:55–4:00 PM,0.01,-1.936,1,194.6,-193.6,False,0DTE (same-day expiry)
Monday,2026-02-16,P,,0.0,MISS,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-02-23,P,TSLA260223P00407500,407.5,REAL,9:31–9:36 AM,4.334,3:31–3:36 PM,11.47,7.136,1,433.4,713.6,True,0DTE (same-day expiry)
Monday,2026-03-02,P,TSLA260302P00390000,390.0,REAL,9:31–9:36 AM,2.172,3:31–3:36 PM,0.01,-2.162,1,217.2,-216.2,False,0DTE (same-day expiry)
Monday,2026-03-09,P,TSLA260309P00392500,392.5,REAL,9:31–9:36 AM,3.658,3:31–3:36 PM,0.032,-3.626,1,365.8,-362.6,False,0DTE (same-day expiry)
Monday,2026-03-16,P,TSLA260316P00397500,397.5,REAL,9:31–9:36 AM,2.546,3:31–3:36 PM,1.414,-1.132,1,254.6,-113.2,False,0DTE (same-day expiry)
Monday,2026-03-23,P,TSLA260323P00375000,375.0,REAL,9:31–9:36 AM,2.686,3:31–3:36 PM,0.015,-2.671,1,268.6,-267.1,False,0DTE (same-day expiry)
Monday,2026-03-30,P,TSLA260330P00365000,365.0,REAL,9:31–9:36 AM,2.666,3:31–3:36 PM,12.564,9.898,1,266.6,989.8,True,0DTE (same-day expiry)
Monday,2026-04-06,P,TSLA260406P00365000,365.0,REAL,9:31–9:36 AM,2.08,3:31–3:36 PM,13.55,11.47,1,208.0,1147.0,True,0DTE (same-day expiry)
Monday,2026-04-13,P,TSLA260413P00350000,350.0,REAL,9:31–9:36 AM,2.952,3:31–3:36 PM,0.05,-2.902,1,295.2,-290.2,False,0DTE (same-day expiry)
Monday,2026-04-20,P,TSLA260420P00405000,405.0,REAL,9:31–9:36 AM,5.16,3:31–3:36 PM,12.17,7.01,1,516.0,701.0,True,0DTE (same-day expiry)
Monday,2026-04-27,P,TSLA260427P00367500,367.5,REAL,9:31–9:36 AM,2.324,3:31–3:36 PM,0.01,-2.314,1,232.4,-231.4,False,0DTE (same-day expiry)
Monday,2026-05-04,P,TSLA260504P00387500,387.5,REAL,9:31–9:36 AM,2.554,3:31–3:36 PM,0.01,-2.544,1,255.4,-254.4,False,0DTE (same-day expiry)
Monday,2026-05-11,P,TSLA260511P00422500,422.5,REAL,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-05-18,P,TSLA260518P00420000,420.0,REAL,9:31–9:36 AM,4.432,3:31–3:36 PM,10.3467,5.9147,1,443.2,591.47,True,0DTE (same-day expiry)
Monday,2026-05-25,P,,0.0,MISS,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,missing data (entry-day market holiday)
Monday,2026-06-01,P,TSLA260601P00425000,425.0,REAL,9:31–9:36 AM,4.172,3:31–3:36 PM,7.54,3.368,1,417.2,336.8,True,0DTE (same-day expiry)
Monday,2026-06-08,P,TSLA260608P00400000,400.0,REAL,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-06-15,P,TSLA260615P00410000,410.0,REAL,9:31–9:36 AM,2.984,3:31–3:36 PM,0.616,-2.368,1,298.4,-236.8,False,0DTE (same-day expiry)
Monday,2026-06-22,P,TSLA260622P00397500,397.5,REAL,9:31–9:36 AM,2.996,3:31–3:36 PM,0.01,-2.986,1,299.6,-298.6,False,0DTE (same-day expiry)
Monday,2026-06-29,P,TSLA260629P00382500,382.5,REAL,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-07-06,P,TSLA260706P00400000,400.0,REAL,9:31–9:36 AM,,3:31–3:36 PM,,,,,,,no usable price in entry/exit frame
Monday,2026-07-13,P,TSLA260713P00400000,400.0,REAL,9:31–9:36 AM,3.378,3:31–3:36 PM,7.622,4.244,1,337.8,424.4,True,0DTE (same-day expiry)
Tuesday,2026-02-17,C,AAPL260218C00257500,257.5,REAL,9:30–9:36 AM,2.9833,2:20–2:29 PM,7.95,4.9667,1,298.33,496.67,True,1DTE (expiry Wed 02-18)
Tuesday,2026-02-24,C,AAPL260225C00270000,270.0,REAL,9:30–9:36 AM,2.9133,2:20–2:29 PM,3.2867,0.3733,1,291.33,37.33,True,1DTE (expiry Wed 02-25)
Tuesday,2026-03-03,C,AAPL260304C00262500,262.5,REAL,9:30–9:36 AM,2.5983,2:20–2:29 PM,2.6878,0.0894,1,259.83,8.94,True,1DTE (expiry Wed 03-04)
Tuesday,2026-03-10,C,AAPL260311C00257500,257.5,REAL,9:30–9:36 AM,3.0833,2:20–2:29 PM,4.7725,1.6892,1,308.33,168.92,True,1DTE (expiry Wed 03-11)
Tuesday,2026-03-17,C,AAPL260318C00252500,252.5,REAL,9:30–9:36 AM,2.1383,2:20–2:29 PM,2.435,0.2967,1,213.83,29.67,True,1DTE (expiry Wed 03-18)
Tuesday,2026-03-24,C,AAPL260325C00250000,250.0,REAL,9:30–9:36 AM,2.5517,2:20–2:29 PM,3.4433,0.8917,1,255.17,89.17,True,1DTE (expiry Wed 03-25)
Tuesday,2026-03-31,C,AAPL260401C00250000,250.0,REAL,9:30–9:36 AM,1.2917,2:20–2:29 PM,3.75,2.4583,1,129.17,245.83,True,1DTE (expiry Wed 04-01)
Tuesday,2026-04-07,C,AAPL260408C00255000,255.0,REAL,9:30–9:36 AM,1.4833,2:20–2:29 PM,0.7556,-0.7278,1,148.33,-72.78,False,1DTE (expiry Wed 04-08)
Tuesday,2026-04-14,C,AAPL260415C00260000,260.0,REAL,9:30–9:36 AM,1.705,2:20–2:29 PM,0.9767,-0.7283,1,170.5,-72.83,False,1DTE (expiry Wed 04-15)
Tuesday,2026-04-21,C,AAPL260422C00272500,272.5,REAL,9:30–9:36 AM,1.3983,2:20–2:29 PM,0.2257,-1.1726,1,139.83,-117.26,False,1DTE (expiry Wed 04-22)
Tuesday,2026-04-28,C,AAPL260429C00270000,270.0,REAL,9:30–9:36 AM,2.155,2:20–2:29 PM,2.1711,0.0161,1,215.5,1.61,True,1DTE (expiry Wed 04-29)
Tuesday,2026-05-05,C,AAPL260506C00277500,277.5,REAL,9:30–9:36 AM,2.3667,2:20–2:29 PM,6.86,4.4933,1,236.67,449.33,True,1DTE (expiry Wed 05-06)
Tuesday,2026-05-12,C,AAPL260513C00292500,292.5,REAL,9:30–9:36 AM,2.4483,2:20–2:29 PM,2.7771,0.3288,1,244.83,32.88,True,1DTE (expiry Wed 05-13)
Tuesday,2026-05-19,C,AAPL260520C00297500,297.5,REAL,9:30–9:36 AM,3.0417,2:20–2:29 PM,1.9657,-1.076,1,304.17,-107.6,False,1DTE (expiry Wed 05-20)
Tuesday,2026-05-26,C,AAPL260527C00310000,310.0,REAL,9:30–9:36 AM,2.3017,2:20–2:29 PM,1.3556,-0.9461,1,230.17,-94.61,False,1DTE (expiry Wed 05-27)
Tuesday,2026-06-02,C,AAPL260603C00307500,307.5,REAL,9:30–9:36 AM,3.22,2:20–2:29 PM,6.682,3.462,1,322.0,346.2,True,1DTE (expiry Wed 06-03)
Tuesday,2026-06-09,C,AAPL260610C00300000,300.0,REAL,9:30–9:36 AM,2.18,2:20–2:29 PM,0.1189,-2.0611,1,218.0,-206.11,False,1DTE (expiry Wed 06-10)
Tuesday,2026-06-16,C,AAPL260617C00295000,295.0,REAL,9:30–9:36 AM,2.4783,2:20–2:29 PM,4.2525,1.7742,1,247.83,177.42,True,1DTE (expiry Wed 06-17)
Tuesday,2026-06-23,C,AAPL260624C00297500,297.5,REAL,9:30–9:36 AM,2.2667,2:20–2:29 PM,2.3825,0.1158,1,226.67,11.58,True,1DTE (expiry Wed 06-24)
Tuesday,2026-06-30,C,AAPL260701C00282500,282.5,REAL,9:30–9:36 AM,2.8033,2:20–2:29 PM,6.55,3.7467,1,280.33,374.67,True,1DTE (expiry Wed 07-01)
Tuesday,2026-07-07,C,AAPL260708C00315000,315.0,REAL,9:30–9:36 AM,1.99,2:20–2:29 PM,0.6878,-1.3022,1,199.0,-130.22,False,1DTE (expiry Wed 07-08)
Tuesday,2026-02-17,P,AAPL260218P00257500,257.5,REAL,2:40–2:45 PM,0.185,3:41–3:46 PM,0.276,0.091,6,111.0,54.6,True,1DTE (expiry Wed 02-18)
Tuesday,2026-02-24,P,AAPL260225P00270000,270.0,REAL,2:40–2:45 PM,0.952,3:41–3:46 PM,1.046,0.094,2,190.4,18.8,True,1DTE (expiry Wed 02-25)
Tuesday,2026-03-03,P,AAPL260304P00262500,262.5,REAL,2:40–2:45 PM,1.224,3:41–3:46 PM,1.542,0.318,1,122.4,31.8,True,1DTE (expiry Wed 03-04)
Tuesday,2026-03-10,P,AAPL260311P00257500,257.5,REAL,2:40–2:45 PM,0.6367,3:41–3:46 PM,0.73,0.0933,2,127.33,18.67,True,1DTE (expiry Wed 03-11)
Tuesday,2026-03-17,P,AAPL260318P00252500,252.5,REAL,2:40–2:45 PM,0.818,3:41–3:46 PM,0.82,0.002,2,163.6,0.4,True,1DTE (expiry Wed 03-18)
Tuesday,2026-03-24,P,AAPL260325P00250000,250.0,REAL,2:40–2:45 PM,0.77,3:41–3:46 PM,1.042,0.272,2,154.0,54.4,True,1DTE (expiry Wed 03-25)
Tuesday,2026-03-31,P,AAPL260401P00250000,250.0,REAL,2:40–2:45 PM,0.582,3:41–3:46 PM,0.414,-0.168,2,116.4,-33.6,False,1DTE (expiry Wed 04-01)
Tuesday,2026-04-07,P,AAPL260408P00255000,255.0,REAL,2:40–2:45 PM,,3:41–3:46 PM,,,,,,,no usable price in entry/exit frame
Tuesday,2026-04-14,P,AAPL260415P00260000,260.0,REAL,2:40–2:45 PM,2.474,3:41–3:46 PM,2.345,-0.129,1,247.4,-12.9,False,1DTE (expiry Wed 04-15)
Tuesday,2026-04-21,P,AAPL260422P00272500,272.5,REAL,2:40–2:45 PM,5.52,3:41–3:46 PM,6.235,0.715,1,552.0,71.5,True,1DTE (expiry Wed 04-22)
Tuesday,2026-04-28,P,AAPL260429P00270000,270.0,REAL,2:40–2:45 PM,1.702,3:41–3:46 PM,1.4775,-0.2245,1,170.2,-22.45,False,1DTE (expiry Wed 04-29)
Tuesday,2026-05-05,P,AAPL260506P00277500,277.5,REAL,2:40–2:45 PM,0.2325,3:41–3:46 PM,0.156,-0.0765,5,116.25,-38.25,False,1DTE (expiry Wed 05-06)
Tuesday,2026-05-12,P,AAPL260513P00292500,292.5,REAL,2:40–2:45 PM,0.998,3:41–3:46 PM,0.872,-0.126,2,199.6,-25.2,False,1DTE (expiry Wed 05-13)
Tuesday,2026-05-19,P,AAPL260520P00297500,297.5,REAL,2:40–2:45 PM,1.378,3:41–3:46 PM,1.28,-0.098,1,137.8,-9.8,False,1DTE (expiry Wed 05-20)
Tuesday,2026-05-26,P,AAPL260527P00310000,310.0,REAL,2:40–2:45 PM,1.5967,3:41–3:46 PM,2.14,0.5433,1,159.67,54.33,True,1DTE (expiry Wed 05-27)
Tuesday,2026-06-02,P,AAPL260603P00307500,307.5,REAL,2:40–2:45 PM,0.156,3:41–3:46 PM,0.112,-0.044,7,109.2,-30.8,False,1DTE (expiry Wed 06-03)
Tuesday,2026-06-09,P,AAPL260610P00300000,300.0,REAL,2:40–2:45 PM,8.942,3:41–3:46 PM,10.705,1.763,1,894.2,176.3,True,1DTE (expiry Wed 06-10)
Tuesday,2026-06-16,P,AAPL260617P00295000,295.0,REAL,2:40–2:45 PM,0.314,3:41–3:46 PM,0.428,0.114,4,125.6,45.6,True,1DTE (expiry Wed 06-17)
Tuesday,2026-06-23,P,AAPL260624P00297500,297.5,REAL,2:40–2:45 PM,1.58,3:41–3:46 PM,2.768,1.188,1,158.0,118.8,True,1DTE (expiry Wed 06-24)
Tuesday,2026-06-30,P,AAPL260701P00282500,282.5,REAL,2:40–2:45 PM,0.38,3:41–3:46 PM,0.298,-0.082,3,114.0,-24.6,False,1DTE (expiry Wed 07-01)
Tuesday,2026-07-07,P,AAPL260708P00315000,315.0,REAL,2:40–2:45 PM,2.79,3:41–3:46 PM,3.76,0.97,1,279.0,97.0,True,1DTE (expiry Wed 07-08)
Tuesday,2026-02-17,C,AMZN260218C00200000,200.0,REAL,11:31–11:36 AM,2.44,1:41–1:46 PM,2.444,0.004,1,244.0,0.4,True,1DTE (expiry Wed 02-18)
Tuesday,2026-02-24,C,AMZN260225C00205000,205.0,REAL,11:31–11:36 AM,4.355,1:41–1:46 PM,5.17,0.815,1,435.5,81.5,True,1DTE (expiry Wed 02-25)
